code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,clicks_28d,dias_activos_28d,promedio_evaluaciones,evaluaciones_entregadas,fuente,educacion_ordinal,edad_ordinal,imd_midpoint,aprobo,resultado_ordinal
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,181.0,8.0,54.4,5.0,OULAD,3,0,65.0,1,2
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,82.0,5.0,50.0,5.0,OULAD,2,0,25.0,0,1
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,295.0,22.0,73.75,4.0,OULAD,1,0,65.0,0,1
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,2.0,2.0,52.0,1.0,OULAD,1,0,85.0,0,0
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,530.0,25.0,72.0,3.0,OULAD,2,1,35.0,0,0
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,37.0,5.0,50.0,5.0,OULAD,2,0,85.0,1,2
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,366.0,13.0,67.0,5.0,OULAD,2,1,5.0,1,2
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,689.0,25.0,79.8,5.0,OULAD,2,1,25.0,1,2
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,276.0,9.0,80.0,2.0,OULAD,1,0,75.0,0,0
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,300.0,12.0,70.6,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,395.0,19.0,66.5,2.0,OULAD,2,1,45.0,0,0
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,78.0,5.0,71.8,5.0,OULAD,2,0,75.0,1,2
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,263.0,11.0,69.4,5.0,OULAD,2,1,45.0,1,2
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,272.0,10.0,66.4,5.0,OULAD,1,1,15.0,1,2
AAA,2013J,172112,M,Ireland,HE Qualification,?,35-55,0,60,N,Pass,242.0,14.0,69.6,5.0,OULAD,3,1,,1,2
AAA,2013J,172797,F,Ireland,A Level or Equivalent,?,35-55,0,60,N,Pass,108.0,7.0,61.4,5.0,OULAD,2,1,,1,2
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1227.0,29.0,80.4,5.0,OULAD,3,2,95.0,1,2
AAA,2013J,175392,M,North Region,HE Qualification,?,35-55,0,60,N,Pass,947.0,27.0,82.4,5.0,OULAD,3,1,,1,2
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,401.0,17.0,78.2,5.0,OULAD,3,1,75.0,1,2
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,92.0,4.0,37.6,5.0,OULAD,2,0,85.0,0,1
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,490.0,23.0,53.4,5.0,OULAD,2,0,35.0,1,2
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,332.0,12.0,76.0,1.0,OULAD,2,1,85.0,0,0
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,423.0,18.0,54.0,5.0,OULAD,2,0,65.0,1,2
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,225.0,7.0,49.0,5.0,OULAD,2,0,15.0,1,2
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,266.0,18.0,59.8,5.0,OULAD,3,1,85.0,1,2
AAA,2013J,185439,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail,197.0,7.0,74.0,1.0,OULAD,3,0,15.0,0,1
AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,402.0,17.0,76.0,5.0,OULAD,3,1,35.0,1,2
AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,1730.0,27.0,89.2,5.0,OULAD,2,1,55.0,1,3
AAA,2013J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,913.0,21.0,76.0,1.0,OULAD,2,1,75.0,0,0
AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,476.0,15.0,79.4,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,536.0,24.0,68.4,5.0,OULAD,1,0,95.0,1,2
AAA,2013J,195262,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,167.0,7.0,50.0,1.0,OULAD,2,0,95.0,0,0
AAA,2013J,200860,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,210.0,15.0,54.4,5.0,OULAD,1,1,55.0,1,2
AAA,2013J,202635,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,639.0,16.0,66.66666666666667,3.0,OULAD,2,0,35.0,0,0
AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,414.0,18.0,72.2,5.0,OULAD,3,1,85.0,1,2
AAA,2013J,205719,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail,221.0,9.0,56.666666666666664,3.0,OULAD,2,0,45.0,0,1
AAA,2013J,227499,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,596.0,22.0,83.6,5.0,OULAD,2,1,15.0,1,3
AAA,2013J,227517,M,Ireland,HE Qualification,?,0-35,0,180,N,Fail,437.0,16.0,62.6,5.0,OULAD,3,0,,0,1
AAA,2013J,228082,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,70.0,7.0,72.4,5.0,OULAD,3,0,65.0,1,2
AAA,2013J,228222,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,69.0,6.0,61.8,5.0,OULAD,1,0,55.0,1,2
AAA,2013J,229179,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,151.0,10.0,66.0,5.0,OULAD,2,0,25.0,1,2
AAA,2013J,229361,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,146.0,18.0,78.0,5.0,OULAD,2,0,55.0,1,2
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,360.0,15.0,67.75,4.0,OULAD,2,0,45.0,1,2
AAA,2013J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn,105.0,11.0,65.0,1.0,OULAD,2,0,95.0,0,0
AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,154.0,6.0,78.0,5.0,OULAD,4,0,95.0,1,2
AAA,2013J,238007,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,339.0,22.0,79.2,5.0,OULAD,3,2,95.0,1,2
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,48.0,4.0,75.8,5.0,OULAD,3,0,85.0,1,2
AAA,2013J,240884,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,159.0,5.0,58.4,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,241649,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,347.0,17.0,78.8,5.0,OULAD,3,1,95.0,1,2
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,255.0,14.0,58.6,5.0,OULAD,3,1,65.0,0,1
AAA,2013J,242793,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,159.0,8.0,77.4,5.0,OULAD,3,1,25.0,1,2
AAA,2013J,246834,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,288.0,12.0,55.6,5.0,OULAD,2,1,95.0,1,2
AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,462.0,28.0,78.4,5.0,OULAD,1,0,25.0,1,2
AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,739.0,27.0,71.4,5.0,OULAD,1,1,25.0,1,2
AAA,2013J,256815,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass,10.0,3.0,76.8,5.0,OULAD,3,0,15.0,1,2
AAA,2013J,258392,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,198.0,8.0,58.8,5.0,OULAD,1,0,35.0,1,2
AAA,2013J,258894,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,609.0,24.0,64.8,5.0,OULAD,1,1,75.0,1,2
AAA,2013J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,130.0,7.0,57.5,3.0,OULAD,2,1,85.0,0,0
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,313.0,13.0,71.0,5.0,OULAD,2,1,25.0,1,2
AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,662.0,20.0,76.6,5.0,OULAD,2,1,35.0,1,2
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,695.0,15.0,74.6,5.0,OULAD,2,1,15.0,0,1
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,105.0,4.0,43.0,2.0,OULAD,2,0,35.0,0,0
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,721.0,24.0,76.4,5.0,OULAD,2,1,85.0,1,2
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,874.0,20.0,67.66666666666667,3.0,OULAD,2,0,65.0,0,0
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,207.0,11.0,79.2,5.0,OULAD,1,0,45.0,1,3
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,120.0,10.0,73.4,5.0,OULAD,2,0,35.0,1,2
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,31.0,5.0,55.4,5.0,OULAD,1,1,75.0,0,1
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,24.0,2.0,,,OULAD,3,0,35.0,0,1
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,620.0,14.0,60.6,5.0,OULAD,2,1,35.0,1,2
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,87.0,8.0,71.0,5.0,OULAD,2,1,95.0,1,2
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,164.0,9.0,67.8,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,581.0,16.0,70.4,5.0,OULAD,2,0,25.0,1,2
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,130.0,5.0,75.0,5.0,OULAD,2,0,35.0,1,2
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,950.0,26.0,83.6,5.0,OULAD,2,1,95.0,1,3
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn,0.0,0.0,,,OULAD,2,1,95.0,0,0
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1.0,1.0,46.75,4.0,OULAD,2,0,75.0,1,2
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,398.0,17.0,78.2,5.0,OULAD,3,2,95.0,1,2
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,205.0,14.0,52.8,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,242.0,17.0,50.2,5.0,OULAD,2,1,45.0,0,1
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,434.0,18.0,86.8,5.0,OULAD,4,2,95.0,1,3
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,154.0,13.0,80.8,5.0,OULAD,3,0,85.0,1,2
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,360.0,18.0,78.8,5.0,OULAD,2,1,35.0,1,2
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,119.0,7.0,58.666666666666664,3.0,OULAD,2,0,45.0,0,1
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,102.0,4.0,64.0,1.0,OULAD,2,0,75.0,0,1
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,381.0,21.0,78.0,5.0,OULAD,2,0,75.0,1,2
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,1,0,85.0,0,0
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,213.0,14.0,58.2,5.0,OULAD,2,1,55.0,1,2
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,220.0,10.0,82.0,5.0,OULAD,2,1,95.0,1,2
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,816.0,28.0,62.6,5.0,OULAD,2,0,15.0,1,2
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,198.0,11.0,81.2,5.0,OULAD,3,0,15.0,1,2
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,399.0,13.0,60.0,4.0,OULAD,2,0,75.0,1,2
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,416.0,16.0,59.2,5.0,OULAD,2,2,65.0,1,2
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,3120.0,29.0,87.8,5.0,OULAD,4,2,95.0,1,3
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,77.0,6.0,61.8,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,236.0,18.0,66.6,5.0,OULAD,3,0,85.0,1,2
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,698.0,25.0,78.4,5.0,OULAD,2,0,55.0,1,2
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,2124.0,27.0,80.4,5.0,OULAD,3,2,95.0,1,2
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,487.0,17.0,80.4,5.0,OULAD,3,1,45.0,1,2
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,305.0,18.0,57.6,5.0,OULAD,2,1,15.0,1,2
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,30.0,6.0,61.2,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,1124.0,24.0,84.0,1.0,OULAD,3,1,95.0,0,0
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,202.0,9.0,74.4,5.0,OULAD,2,1,65.0,1,2
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,45.0,5.0,65.8,5.0,OULAD,2,0,25.0,1,2
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,146.0,6.0,74.4,5.0,OULAD,3,0,85.0,1,2
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,184.0,8.0,53.0,2.0,OULAD,2,0,55.0,0,1
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn,115.0,15.0,36.0,1.0,OULAD,2,0,5.0,0,0
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,809.0,24.0,86.33333333333333,3.0,OULAD,2,0,25.0,0,0
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,485.0,19.0,68.2,5.0,OULAD,2,0,95.0,1,2
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,85.0,4.0,49.8,5.0,OULAD,2,0,85.0,1,2
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,0.0,0.0,64.2,5.0,OULAD,1,0,45.0,0,1
AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,661.0,20.0,75.0,1.0,OULAD,3,0,75.0,0,0
AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass,297.0,14.0,77.2,5.0,OULAD,1,2,55.0,1,2
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,162.0,10.0,60.4,5.0,OULAD,3,0,5.0,1,2
AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass,760.0,18.0,78.4,5.0,OULAD,3,1,75.0,1,2
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,28.0,6.0,49.2,5.0,OULAD,2,0,15.0,0,1
AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass,102.0,5.0,78.0,5.0,OULAD,2,0,65.0,1,2
AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,305.0,16.0,80.4,5.0,OULAD,2,0,35.0,1,3
AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,160.0,20.0,82.4,5.0,OULAD,2,0,55.0,1,2
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail,106.0,5.0,,,OULAD,3,1,55.0,0,1
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,164.0,11.0,73.8,5.0,OULAD,3,1,85.0,1,2
